UID	Product_ID	Review_ID	Review_Text	Processed_Text	Tokens	Rating	TextBlob	Vader	API	Matched_token	Theme	Subtheme
339	40166686	104	 Not good	not good	['not', 'good']	2	NEGATIVE	NEGATIVE	NEGATIVE	good	quality	n/a
340	40166686	105	so I m not satisfied it's lickage from handle	m not satisfy lickage handle	['m', 'not', 'satisfy', 'lickage', 'handle']	1	NEUTRAL	NEGATIVE	NEGATIVE	lickage	quality	n/a
341	40166686	105	so I m not satisfied it's lickage from handle	m not satisfy lickage handle	['m', 'not', 'satisfy', 'lickage', 'handle']	1	NEUTRAL	NEGATIVE	NEGATIVE	satisfy	quality	n/a
342	40166686	105	so I m not satisfied it's lickage from handle	m not satisfy lickage handle	['m', 'not', 'satisfy', 'lickage', 'handle']	1	NEUTRAL	NEGATIVE	NEGATIVE	handle	operational_effectiveness	n/a
343	40166686	106	 Very Good Product	very good product	['very', 'good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
344	40166686	106	 Very Good Product	very good product	['very', 'good', 'product']	5	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
345	40166686	107	damaged please change its all damaged product	damage please change damage product	['damage', 'please', 'change', 'damage', 'product']	1	NEUTRAL	NEGATIVE	HTTPConnectionPool(host='text-processing.com', port=80): Read timed out. (read timeout=2)	damage	quality	n/a
346	40166686	107	damaged please change its all damaged product	damage please change damage product	['damage', 'please', 'change', 'damage', 'product']	1	NEUTRAL	NEGATIVE	HTTPConnectionPool(host='text-processing.com', port=80): Read timed out. (read timeout=2)	change	maintenance	n/a
347	40166686	108	 Sturdy and nice looking	sturdy nice look	['sturdy', 'nice', 'look']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
348	40166686	108	 Sturdy and nice looking	sturdy nice look	['sturdy', 'nice', 'look']	5	POSITIVE	POSITIVE	POSITIVE	sturdy	quality	n/a
349	40166686	108	 Sturdy and nice looking	sturdy nice look	['sturdy', 'nice', 'look']	5	POSITIVE	POSITIVE	POSITIVE	nice look	size	good looking
350	40166685	109	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	size	size	n/a
351	40166685	109	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	heavy	quality	n/a
352	40166685	109	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	proper	quality	n/a
353	40166685	109	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	stick	quality	n/a
354	40166685	109	it's of proper size for me and is not too heavy. but still food doesn't stick to the bottom. 	proper size not too heavy but still food do not stick bottom	['proper', 'size', 'not', 'too', 'heavy', 'but', 'still', 'food', 'do', 'not', 'stick', 'bottom']	5	NEGATIVE	NEUTRAL	NEGATIVE	do	operational_effectiveness	n/a
355	40166685	110	 good and sturdy kadai	good sturdy kadai	['good', 'sturdy', 'kadai']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
356	40166685	110	 good and sturdy kadai	good sturdy kadai	['good', 'sturdy', 'kadai']	5	POSITIVE	POSITIVE	POSITIVE	sturdy	quality	n/a
357	40166685	111	awesome 	awesome	['awesome']	5	POSITIVE	POSITIVE	POSITIVE	awesome	quality	n/a
358	40166685	112	 I like this product.	like product	['like', 'product']	5	NEUTRAL	POSITIVE	NEGATIVE	like	quality	n/a
359	40166685	113	 nice and perfect	nice perfect	['nice', 'perfect']	5	POSITIVE	POSITIVE	POSITIVE	nice	quality	n/a
360	40166685	113	 nice and perfect	nice perfect	['nice', 'perfect']	5	POSITIVE	POSITIVE	POSITIVE	perfect	quality	n/a
361	40129855	114	poor thing Really bad quality	poor thing really bad quality	['poor', 'thing', 'really', 'bad', 'quality']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
362	40129855	114	poor thing Really bad quality	poor thing really bad quality	['poor', 'thing', 'really', 'bad', 'quality']	1	NEGATIVE	NEGATIVE	NEGATIVE	poor	quality	n/a
363	40129855	114	poor thing Really bad quality	poor thing really bad quality	['poor', 'thing', 'really', 'bad', 'quality']	1	NEGATIVE	NEGATIVE	NEGATIVE	quality	quality	n/a
364	40129855	114	poor thing Really bad quality	poor thing really bad quality	['poor', 'thing', 'really', 'bad', 'quality']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad quality	quality	poor quality
365	40114262	115	Does the job It's a great tool. Toast on the lowest burner setting and you get results.	do job great tool toast lowest burner set get result	['do', 'job', 'great', 'tool', 'toast', 'lowest', 'burner', 'set', 'get', 'result']	4	POSITIVE	POSITIVE	NEUTRAL	great	quality	n/a
366	40114262	115	Does the job It's a great tool. Toast on the lowest burner setting and you get results.	do job great tool toast lowest burner set get result	['do', 'job', 'great', 'tool', 'toast', 'lowest', 'burner', 'set', 'get', 'result']	4	POSITIVE	POSITIVE	NEUTRAL	do	operational_effectiveness	n/a
367	40114262	115	Does the job It's a great tool. Toast on the lowest burner setting and you get results.	do job great tool toast lowest burner set get result	['do', 'job', 'great', 'tool', 'toast', 'lowest', 'burner', 'set', 'get', 'result']	4	POSITIVE	POSITIVE	NEUTRAL	result	operational_effectiveness	n/a
368	40114262	115	Does the job It's a great tool. Toast on the lowest burner setting and you get results.	do job great tool toast lowest burner set get result	['do', 'job', 'great', 'tool', 'toast', 'lowest', 'burner', 'set', 'get', 'result']	4	POSITIVE	POSITIVE	NEUTRAL	toast	operational_effectiveness	n/a
369	40114262	116	 It does it work seamlessly	do work seamlessly	['do', 'work', 'seamlessly']	5	POSITIVE	NEUTRAL	NEUTRAL	do	operational_effectiveness	n/a
370	40114262	116	 It does it work seamlessly	do work seamlessly	['do', 'work', 'seamlessly']	5	POSITIVE	NEUTRAL	NEUTRAL	work	operational_effectiveness	n/a
371	40114262	117	Bad Horrible bad quality toast is burning. Firstly got a wrong product and then stuck.	bad horrible bad quality toast burn firstly get wrong product stick	['bad', 'horrible', 'bad', 'quality', 'toast', 'burn', 'firstly', 'get', 'wrong', 'product', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
372	40114262	117	Bad Horrible bad quality toast is burning. Firstly got a wrong product and then stuck.	bad horrible bad quality toast burn firstly get wrong product stick	['bad', 'horrible', 'bad', 'quality', 'toast', 'burn', 'firstly', 'get', 'wrong', 'product', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	horrible	quality	n/a
373	40114262	117	Bad Horrible bad quality toast is burning. Firstly got a wrong product and then stuck.	bad horrible bad quality toast burn firstly get wrong product stick	['bad', 'horrible', 'bad', 'quality', 'toast', 'burn', 'firstly', 'get', 'wrong', 'product', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	quality	quality	n/a
374	40114262	117	Bad Horrible bad quality toast is burning. Firstly got a wrong product and then stuck.	bad horrible bad quality toast burn firstly get wrong product stick	['bad', 'horrible', 'bad', 'quality', 'toast', 'burn', 'firstly', 'get', 'wrong', 'product', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	stick	quality	n/a
375	40114262	117	Bad Horrible bad quality toast is burning. Firstly got a wrong product and then stuck.	bad horrible bad quality toast burn firstly get wrong product stick	['bad', 'horrible', 'bad', 'quality', 'toast', 'burn', 'firstly', 'get', 'wrong', 'product', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	burn	operational_effectiveness	n/a
376	40114262	117	Bad Horrible bad quality toast is burning. Firstly got a wrong product and then stuck.	bad horrible bad quality toast burn firstly get wrong product stick	['bad', 'horrible', 'bad', 'quality', 'toast', 'burn', 'firstly', 'get', 'wrong', 'product', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	toast	operational_effectiveness	n/a
377	40114262	117	Bad Horrible bad quality toast is burning. Firstly got a wrong product and then stuck.	bad horrible bad quality toast burn firstly get wrong product stick	['bad', 'horrible', 'bad', 'quality', 'toast', 'burn', 'firstly', 'get', 'wrong', 'product', 'stick']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad quality	quality	poor quality
378	40114262	118	 Average Product	average product	['average', 'product']	3	NEGATIVE	NEUTRAL	NEGATIVE	average	quality	n/a
379	40114262	119	Good product Good. Serves the purpose.	good product good serve purpose	['good', 'product', 'good', 'serve', 'purpose']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
380	40114262	119	Good product Good. Serves the purpose.	good product good serve purpose	['good', 'product', 'good', 'serve', 'purpose']	5	POSITIVE	POSITIVE	POSITIVE	serve	operational_effectiveness	n/a
381	40114262	119	Good product Good. Serves the purpose.	good product good serve purpose	['good', 'product', 'good', 'serve', 'purpose']	5	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
382	40114262	120	 good	good	['good']	3	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
383	40114262	121	not yet tried not yet tried	not yet try not yet try	['not', 'yet', 'try', 'not', 'yet', 'try']	1	NEUTRAL	NEUTRAL	NEUTRAL	n/a	No_match	n/a
384	40023184	122	It is not induction comfortable. This Kadhai is not induction comfortable but they mentioned like it is induction comfortable. Very bad big basket. I have ordered this only for induction but it is not working for induction...	not induction comfortable kadhai not induction comfortable but mention like induction comfortable very bad big basket have order only induction but not work induction	['not', 'induction', 'comfortable', 'kadhai', 'not', 'induction', 'comfortable', 'but', 'mention', 'like', 'induction', 'comfortable', 'very', 'bad', 'big', 'basket', 'have', 'order', 'only', 'induction', 'but', 'not', 'work', 'induction']	3	NEUTRAL	NEGATIVE	NEGATIVE	bad	quality	n/a
385	40023184	122	It is not induction comfortable. This Kadhai is not induction comfortable but they mentioned like it is induction comfortable. Very bad big basket. I have ordered this only for induction but it is not working for induction...	not induction comfortable kadhai not induction comfortable but mention like induction comfortable very bad big basket have order only induction but not work induction	['not', 'induction', 'comfortable', 'kadhai', 'not', 'induction', 'comfortable', 'but', 'mention', 'like', 'induction', 'comfortable', 'very', 'bad', 'big', 'basket', 'have', 'order', 'only', 'induction', 'but', 'not', 'work', 'induction']	3	NEUTRAL	NEGATIVE	NEGATIVE	like	quality	n/a
386	40023184	122	It is not induction comfortable. This Kadhai is not induction comfortable but they mentioned like it is induction comfortable. Very bad big basket. I have ordered this only for induction but it is not working for induction...	not induction comfortable kadhai not induction comfortable but mention like induction comfortable very bad big basket have order only induction but not work induction	['not', 'induction', 'comfortable', 'kadhai', 'not', 'induction', 'comfortable', 'but', 'mention', 'like', 'induction', 'comfortable', 'very', 'bad', 'big', 'basket', 'have', 'order', 'only', 'induction', 'but', 'not', 'work', 'induction']	3	NEUTRAL	NEGATIVE	NEGATIVE	comfortable	operational_effectiveness	n/a
387	40023184	122	It is not induction comfortable. This Kadhai is not induction comfortable but they mentioned like it is induction comfortable. Very bad big basket. I have ordered this only for induction but it is not working for induction...	not induction comfortable kadhai not induction comfortable but mention like induction comfortable very bad big basket have order only induction but not work induction	['not', 'induction', 'comfortable', 'kadhai', 'not', 'induction', 'comfortable', 'but', 'mention', 'like', 'induction', 'comfortable', 'very', 'bad', 'big', 'basket', 'have', 'order', 'only', 'induction', 'but', 'not', 'work', 'induction']	3	NEUTRAL	NEGATIVE	NEGATIVE	induction	operational_effectiveness	n/a
388	40023184	122	It is not induction comfortable. This Kadhai is not induction comfortable but they mentioned like it is induction comfortable. Very bad big basket. I have ordered this only for induction but it is not working for induction...	not induction comfortable kadhai not induction comfortable but mention like induction comfortable very bad big basket have order only induction but not work induction	['not', 'induction', 'comfortable', 'kadhai', 'not', 'induction', 'comfortable', 'but', 'mention', 'like', 'induction', 'comfortable', 'very', 'bad', 'big', 'basket', 'have', 'order', 'only', 'induction', 'but', 'not', 'work', 'induction']	3	NEUTRAL	NEGATIVE	NEGATIVE	work	operational_effectiveness	n/a
389	40023184	122	It is not induction comfortable. This Kadhai is not induction comfortable but they mentioned like it is induction comfortable. Very bad big basket. I have ordered this only for induction but it is not working for induction...	not induction comfortable kadhai not induction comfortable but mention like induction comfortable very bad big basket have order only induction but not work induction	['not', 'induction', 'comfortable', 'kadhai', 'not', 'induction', 'comfortable', 'but', 'mention', 'like', 'induction', 'comfortable', 'very', 'bad', 'big', 'basket', 'have', 'order', 'only', 'induction', 'but', 'not', 'work', 'induction']	3	NEUTRAL	NEGATIVE	NEGATIVE	comfortable	size	correct size
390	40023184	123	small in size. very small. no use	small size very small no use	['small', 'size', 'very', 'small', 'no', 'use']	2	NEGATIVE	NEGATIVE	NEGATIVE	size	size	n/a
391	40023184	123	small in size. very small. no use	small size very small no use	['small', 'size', 'very', 'small', 'no', 'use']	2	NEGATIVE	NEGATIVE	NEGATIVE	small	size	n/a
392	40023184	123	small in size. very small. no use	small size very small no use	['small', 'size', 'very', 'small', 'no', 'use']	2	NEGATIVE	NEGATIVE	NEGATIVE	use	operational_effectiveness	n/a
393	40023184	123	small in size. very small. no use	small size very small no use	['small', 'size', 'very', 'small', 'no', 'use']	2	NEGATIVE	NEGATIVE	NEGATIVE	small in size	size	insignificant
394	40023184	124	 Too small, not even 0.5L.	too small not even 0 l	['too', 'small', 'not', 'even', '0', 'l']	1	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
395	40023184	125	very small size not useful to cook any thing don't buy it is very small you can't cook anything	very small size not useful cook thing do not buy very small can not cook anything	['very', 'small', 'size', 'not', 'useful', 'cook', 'thing', 'do', 'not', 'buy', 'very', 'small', 'can', 'not', 'cook', 'anything']	1	NEGATIVE	NEGATIVE	NEGATIVE	can	shipping_delivery	n/a
396	40023184	125	very small size not useful to cook any thing don't buy it is very small you can't cook anything	very small size not useful cook thing do not buy very small can not cook anything	['very', 'small', 'size', 'not', 'useful', 'cook', 'thing', 'do', 'not', 'buy', 'very', 'small', 'can', 'not', 'cook', 'anything']	1	NEGATIVE	NEGATIVE	NEGATIVE	size	size	n/a
397	40023184	125	very small size not useful to cook any thing don't buy it is very small you can't cook anything	very small size not useful cook thing do not buy very small can not cook anything	['very', 'small', 'size', 'not', 'useful', 'cook', 'thing', 'do', 'not', 'buy', 'very', 'small', 'can', 'not', 'cook', 'anything']	1	NEGATIVE	NEGATIVE	NEGATIVE	small	size	n/a
398	40023184	125	very small size not useful to cook any thing don't buy it is very small you can't cook anything	very small size not useful cook thing do not buy very small can not cook anything	['very', 'small', 'size', 'not', 'useful', 'cook', 'thing', 'do', 'not', 'buy', 'very', 'small', 'can', 'not', 'cook', 'anything']	1	NEGATIVE	NEGATIVE	NEGATIVE	cook	operational_effectiveness	n/a
399	40023184	125	very small size not useful to cook any thing don't buy it is very small you can't cook anything	very small size not useful cook thing do not buy very small can not cook anything	['very', 'small', 'size', 'not', 'useful', 'cook', 'thing', 'do', 'not', 'buy', 'very', 'small', 'can', 'not', 'cook', 'anything']	1	NEGATIVE	NEGATIVE	NEGATIVE	do	operational_effectiveness	n/a
400	40023184	125	very small size not useful to cook any thing don't buy it is very small you can't cook anything	very small size not useful cook thing do not buy very small can not cook anything	['very', 'small', 'size', 'not', 'useful', 'cook', 'thing', 'do', 'not', 'buy', 'very', 'small', 'can', 'not', 'cook', 'anything']	1	NEGATIVE	NEGATIVE	NEGATIVE	useful	operational_effectiveness	n/a
401	40023184	125	very small size not useful to cook any thing don't buy it is very small you can't cook anything	very small size not useful cook thing do not buy very small can not cook anything	['very', 'small', 'size', 'not', 'useful', 'cook', 'thing', 'do', 'not', 'buy', 'very', 'small', 'can', 'not', 'cook', 'anything']	1	NEGATIVE	NEGATIVE	NEGATIVE	very small size	size	insignificant
402	40023184	126	 good	good	['good']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
403	40023184	127	 it is very cheap n light n waste of money. terrible. bad product.	very cheap n light n waste money terrible bad product	['very', 'cheap', 'n', 'light', 'n', 'waste', 'money', 'terrible', 'bad', 'product']	1	NEGATIVE	NEGATIVE	NEGATIVE	money	price	n/a
404	40023184	127	 it is very cheap n light n waste of money. terrible. bad product.	very cheap n light n waste money terrible bad product	['very', 'cheap', 'n', 'light', 'n', 'waste', 'money', 'terrible', 'bad', 'product']	1	NEGATIVE	NEGATIVE	NEGATIVE	bad	quality	n/a
405	40023184	127	 it is very cheap n light n waste of money. terrible. bad product.	very cheap n light n waste money terrible bad product	['very', 'cheap', 'n', 'light', 'n', 'waste', 'money', 'terrible', 'bad', 'product']	1	NEGATIVE	NEGATIVE	NEGATIVE	cheap	quality	n/a
406	40023184	127	 it is very cheap n light n waste of money. terrible. bad product.	very cheap n light n waste money terrible bad product	['very', 'cheap', 'n', 'light', 'n', 'waste', 'money', 'terrible', 'bad', 'product']	1	NEGATIVE	NEGATIVE	NEGATIVE	light	quality	n/a
407	40023184	127	 it is very cheap n light n waste of money. terrible. bad product.	very cheap n light n waste money terrible bad product	['very', 'cheap', 'n', 'light', 'n', 'waste', 'money', 'terrible', 'bad', 'product']	1	NEGATIVE	NEGATIVE	NEGATIVE	terrible	quality	n/a
408	40023184	127	 it is very cheap n light n waste of money. terrible. bad product.	very cheap n light n waste money terrible bad product	['very', 'cheap', 'n', 'light', 'n', 'waste', 'money', 'terrible', 'bad', 'product']	1	NEGATIVE	NEGATIVE	NEGATIVE	very cheap	price	cheaper price
409	40023184	127	 it is very cheap n light n waste of money. terrible. bad product.	very cheap n light n waste money terrible bad product	['very', 'cheap', 'n', 'light', 'n', 'waste', 'money', 'terrible', 'bad', 'product']	1	NEGATIVE	NEGATIVE	NEGATIVE	waste of money	price	expensive
410	40023184	128	product good but size small 2.2mm product is good 5 ? product but size small	product good but size small mm product good product but size small	['product', 'good', 'but', 'size', 'small', 'mm', 'product', 'good', 'product', 'but', 'size', 'small']	3	POSITIVE	POSITIVE	POSITIVE	size	size	n/a
411	40023184	128	product good but size small 2.2mm product is good 5 ? product but size small	product good but size small mm product good product but size small	['product', 'good', 'but', 'size', 'small', 'mm', 'product', 'good', 'product', 'but', 'size', 'small']	3	POSITIVE	POSITIVE	POSITIVE	small	size	n/a
412	40023184	128	product good but size small 2.2mm product is good 5 ? product but size small	product good but size small mm product good product but size small	['product', 'good', 'but', 'size', 'small', 'mm', 'product', 'good', 'product', 'but', 'size', 'small']	3	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
413	40023184	128	product good but size small 2.2mm product is good 5 ? product but size small	product good but size small mm product good product but size small	['product', 'good', 'but', 'size', 'small', 'mm', 'product', 'good', 'product', 'but', 'size', 'small']	3	POSITIVE	POSITIVE	POSITIVE	good product	quality	superior quality
414	40023184	129	 Worst product i could ever have	worst product could ever have	['worst', 'product', 'could', 'ever', 'have']	1	NEGATIVE	NEGATIVE	NEGATIVE	worst	quality	n/a
415	40023184	130	 not good	not good	['not', 'good']	1	NEGATIVE	NEGATIVE	NEGATIVE	good	quality	n/a
416	40023184	131	kindly restock.... Cute little kadhai. V useful to reheat or serve	kindly restock cute little kadhai v useful reheat serve	['kindly', 'restock', 'cute', 'little', 'kadhai', 'v', 'useful', 'reheat', 'serve']	5	POSITIVE	POSITIVE	POSITIVE	cute	quality	n/a
417	40023184	131	kindly restock.... Cute little kadhai. V useful to reheat or serve	kindly restock cute little kadhai v useful reheat serve	['kindly', 'restock', 'cute', 'little', 'kadhai', 'v', 'useful', 'reheat', 'serve']	5	POSITIVE	POSITIVE	POSITIVE	serve	operational_effectiveness	n/a
418	40023184	131	kindly restock.... Cute little kadhai. V useful to reheat or serve	kindly restock cute little kadhai v useful reheat serve	['kindly', 'restock', 'cute', 'little', 'kadhai', 'v', 'useful', 'reheat', 'serve']	5	POSITIVE	POSITIVE	POSITIVE	useful	operational_effectiveness	n/a
419	40023184	131	kindly restock.... Cute little kadhai. V useful to reheat or serve	kindly restock cute little kadhai v useful reheat serve	['kindly', 'restock', 'cute', 'little', 'kadhai', 'v', 'useful', 'reheat', 'serve']	5	POSITIVE	POSITIVE	POSITIVE	restock	maintenance	n/a
420	40023184	132	 it's very cute.just for one person.build is good.	very cute just one person build good	['very', 'cute', 'just', 'one', 'person', 'build', 'good']	2	POSITIVE	POSITIVE	POSITIVE	cute	quality	n/a
421	40023184	132	 it's very cute.just for one person.build is good.	very cute just one person build good	['very', 'cute', 'just', 'one', 'person', 'build', 'good']	2	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
422	40023184	133	 nott induction compatible	nott induction compatible	['nott', 'induction', 'compatible']	1	NEUTRAL	NEUTRAL	NEGATIVE	compatible	operational_effectiveness	n/a
423	40023184	133	 nott induction compatible	nott induction compatible	['nott', 'induction', 'compatible']	1	NEUTRAL	NEUTRAL	NEGATIVE	induction	operational_effectiveness	n/a
424	40023184	133	 nott induction compatible	nott induction compatible	['nott', 'induction', 'compatible']	1	NEUTRAL	NEUTRAL	NEGATIVE	compatible	size	good design
425	40023184	134	 this is very useful product	very useful product	['very', 'useful', 'product']	5	POSITIVE	POSITIVE	NEUTRAL	useful	operational_effectiveness	n/a
426	40023184	134	 this is very useful product	very useful product	['very', 'useful', 'product']	5	POSITIVE	POSITIVE	NEUTRAL	very useful	operational_effectiveness	adaptable product
427	40023184	135	 too small	too small	['too', 'small']	1	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
428	40023184	136	 too small	too small	['too', 'small']	3	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
429	40023184	137	 good	good	['good']	4	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
430	40023184	138	 so small ???	small	['small']	1	NEGATIVE	NEUTRAL	NEUTRAL	small	size	n/a
431	40023184	139	 Its very small	very small	['very', 'small']	1	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
432	40023184	140	good quality for small size kadai It was 6 inches only but it was super quality may be use as tadka pan very good finishing but small in size	good quality small size kadai inch only but super quality may use tadka pan very good finish but small size	['good', 'quality', 'small', 'size', 'kadai', 'inch', 'only', 'but', 'super', 'quality', 'may', 'use', 'tadka', 'pan', 'very', 'good', 'finish', 'but', 'small', 'size']	4	POSITIVE	POSITIVE	POSITIVE	size	size	n/a
433	40023184	140	good quality for small size kadai It was 6 inches only but it was super quality may be use as tadka pan very good finishing but small in size	good quality small size kadai inch only but super quality may use tadka pan very good finish but small size	['good', 'quality', 'small', 'size', 'kadai', 'inch', 'only', 'but', 'super', 'quality', 'may', 'use', 'tadka', 'pan', 'very', 'good', 'finish', 'but', 'small', 'size']	4	POSITIVE	POSITIVE	POSITIVE	small	size	n/a
434	40023184	140	good quality for small size kadai It was 6 inches only but it was super quality may be use as tadka pan very good finishing but small in size	good quality small size kadai inch only but super quality may use tadka pan very good finish but small size	['good', 'quality', 'small', 'size', 'kadai', 'inch', 'only', 'but', 'super', 'quality', 'may', 'use', 'tadka', 'pan', 'very', 'good', 'finish', 'but', 'small', 'size']	4	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
435	40023184	140	good quality for small size kadai It was 6 inches only but it was super quality may be use as tadka pan very good finishing but small in size	good quality small size kadai inch only but super quality may use tadka pan very good finish but small size	['good', 'quality', 'small', 'size', 'kadai', 'inch', 'only', 'but', 'super', 'quality', 'may', 'use', 'tadka', 'pan', 'very', 'good', 'finish', 'but', 'small', 'size']	4	POSITIVE	POSITIVE	POSITIVE	quality	quality	n/a
436	40023184	140	good quality for small size kadai It was 6 inches only but it was super quality may be use as tadka pan very good finishing but small in size	good quality small size kadai inch only but super quality may use tadka pan very good finish but small size	['good', 'quality', 'small', 'size', 'kadai', 'inch', 'only', 'but', 'super', 'quality', 'may', 'use', 'tadka', 'pan', 'very', 'good', 'finish', 'but', 'small', 'size']	4	POSITIVE	POSITIVE	POSITIVE	super	quality	n/a
437	40023184	140	good quality for small size kadai It was 6 inches only but it was super quality may be use as tadka pan very good finishing but small in size	good quality small size kadai inch only but super quality may use tadka pan very good finish but small size	['good', 'quality', 'small', 'size', 'kadai', 'inch', 'only', 'but', 'super', 'quality', 'may', 'use', 'tadka', 'pan', 'very', 'good', 'finish', 'but', 'small', 'size']	4	POSITIVE	POSITIVE	POSITIVE	use	operational_effectiveness	n/a
438	40023184	140	good quality for small size kadai It was 6 inches only but it was super quality may be use as tadka pan very good finishing but small in size	good quality small size kadai inch only but super quality may use tadka pan very good finish but small size	['good', 'quality', 'small', 'size', 'kadai', 'inch', 'only', 'but', 'super', 'quality', 'may', 'use', 'tadka', 'pan', 'very', 'good', 'finish', 'but', 'small', 'size']	4	POSITIVE	POSITIVE	POSITIVE	small in size	size	insignificant
439	40023184	140	good quality for small size kadai It was 6 inches only but it was super quality may be use as tadka pan very good finishing but small in size	good quality small size kadai inch only but super quality may use tadka pan very good finish but small size	['good', 'quality', 'small', 'size', 'kadai', 'inch', 'only', 'but', 'super', 'quality', 'may', 'use', 'tadka', 'pan', 'very', 'good', 'finish', 'but', 'small', 'size']	4	POSITIVE	POSITIVE	POSITIVE	good finish	size	good finish
440	40023184	140	good quality for small size kadai It was 6 inches only but it was super quality may be use as tadka pan very good finishing but small in size	good quality small size kadai inch only but super quality may use tadka pan very good finish but small size	['good', 'quality', 'small', 'size', 'kadai', 'inch', 'only', 'but', 'super', 'quality', 'may', 'use', 'tadka', 'pan', 'very', 'good', 'finish', 'but', 'small', 'size']	4	POSITIVE	POSITIVE	POSITIVE	good quality	quality	superior quality
441	40023184	141	 too small	too small	['too', 'small']	1	NEGATIVE	NEUTRAL	NEGATIVE	small	size	n/a
442	40023184	142	 Good item best prise	good item best prise	['good', 'item', 'best', 'prise']	5	POSITIVE	POSITIVE	POSITIVE	best	quality	n/a
443	40023184	142	 Good item best prise	good item best prise	['good', 'item', 'best', 'prise']	5	POSITIVE	POSITIVE	POSITIVE	good	quality	n/a
444	40023184	143	 useful for thadka and frying papad and smaal quantites of any item	useful thadka fry papad smaal quantites item	['useful', 'thadka', 'fry', 'papad', 'smaal', 'quantites', 'item']	5	POSITIVE	POSITIVE	NEUTRAL	fry	operational_effectiveness	n/a
445	40023184	143	 useful for thadka and frying papad and smaal quantites of any item	useful thadka fry papad smaal quantites item	['useful', 'thadka', 'fry', 'papad', 'smaal', 'quantites', 'item']	5	POSITIVE	POSITIVE	NEUTRAL	useful	operational_effectiveness	n/a
446	40023184	144	 Full cheating and size is very small don't buy in big basket this kind of product	full cheat size very small do not buy big basket kind product	['full', 'cheat', 'size', 'very', 'small', 'do', 'not', 'buy', 'big', 'basket', 'kind', 'product']	1	POSITIVE	POSITIVE	NEGATIVE	size	size	n/a
447	40023184	144	 Full cheating and size is very small don't buy in big basket this kind of product	full cheat size very small do not buy big basket kind product	['full', 'cheat', 'size', 'very', 'small', 'do', 'not', 'buy', 'big', 'basket', 'kind', 'product']	1	POSITIVE	POSITIVE	NEGATIVE	small	size	n/a
448	40023184	144	 Full cheating and size is very small don't buy in big basket this kind of product	full cheat size very small do not buy big basket kind product	['full', 'cheat', 'size', 'very', 'small', 'do', 'not', 'buy', 'big', 'basket', 'kind', 'product']	1	POSITIVE	POSITIVE	NEGATIVE	cheat	quality	n/a
449	40023184	144	 Full cheating and size is very small don't buy in big basket this kind of product	full cheat size very small do not buy big basket kind product	['full', 'cheat', 'size', 'very', 'small', 'do', 'not', 'buy', 'big', 'basket', 'kind', 'product']	1	POSITIVE	POSITIVE	NEGATIVE	kind	quality	n/a
